SRPOG.KEY$,SRPOG.POGID%,SRPOG.ACT.DATE$,SRPOG.DEACT.DATE$,SRPOG.DESCRIPTION$,SRPOG.PLANNER.FAMILY$,SRPOG.MODULE.COUNT%,SRPOG.CAT.DBKEY%,SRPOG.KEY.LEVEL%,SRPOG.LIVE.RPT.CNT%,SRPOG.DATE.RPT.CNT$,SRPOG.PEND.RPT.CNT%,SRPOG.CAT1.ID%,SRPOG.CAT2.ID%,SRPOG.CAT3.ID%,SRPOG.FILLER$
05880800,349219,20160111,21991231,Sunglasses 7                  ,Sunglasses                    ,7,100028343,3,255,20151223,1,1,2,8343, 
819=0800,23768,20151209,20151229,Vits mid                      ,Mid Gondola                   ,1,168197115,3,1,20151223,255,1,6819,7115, 
929>0800,209021,20160120,21991231,BFSDU                         ,BFSDUs                        ,1,168197072,3,255,20151223,1,1,6819,7072, 
;9:90800,498959,20151230,20160119,BBEBFSDU11                    ,BFSDUs                        ,1,168197072,3,255,20151223,1,1,6819,7072, 
=2::0800,209019,20151230,20160119,BFSDU                         ,BFSDUs                        ,1,168197072,3,255,20151223,2,1,6819,7072, 
18:70800,21139,20160120,21991231,Mens Mid                      ,Mid Gondola                   ,1,168197115,3,255,20151223,1,1,6819,7115, 
=?4:0800,144412,20151005,21991231,HeltDig1                      ,Healthy Digestion             ,1,100020010,3,1,20151223,1,1,2,10, 
585;0800,242309,20150824,21991231,NRT 2G                        ,Smoking Cessation             ,2,100020010,3,1,20151223,1,1,2,10, 
=4:30800,491137,20160203,21991231,0000491137                    ,Healthcare SP G End           ,1,168197090,3,255,20151223,1,1,6819,7090, 
17420700,470223,20140922,21991231,UKGFSDU                       ,Greetings                     ,1,100020004,3,1,20151223,1,1,2,4, 
2=9<0800,20376,20160120,21991231,Colours Mid                   ,Mid Gondola                   ,1,168197115,3,255,20151223,1,1,6819,7115, 
90?0700,263523,20140305,21991231,LOreal R&R 4Mod               ,L Oreal SS Cos                ,1,100020027,3,1,20151223,1,1,2,27, 
1:;50800,543814,20151225,21991231,OOTW Module                   ,Prime Promotional Site        ,2,168197115,3,255,20151223,2,1,6819,7115, 
68870800,307560,20151125,20151229,Revlon Cosmetics Hot Spot Stoc,Revlon SS Cosmetics           ,1,-1,3,1,20151223,255,1,6819,10967, 
:4950800,20478,20151125,20151229,Dental Mid GL                 ,Mid Gondola                   ,1,168197115,3,1,20151223,255,1,6819,7115, 
9;9?0800,442799,20151230,20160119,CTU 4-7                       ,No7 SP Counter                ,1,-1,3,255,20151223,4,1,6819,10967, 
49:60800,491163,20160203,21991231,0000491163                    ,Photo SP G End                ,1,168197090,3,255,20151223,1,1,6819,7090, 
46:70800,27802,20160106,20160202,JML E1                        ,JML                           ,1,-1,3,255,20151223,1,1,6819,10071, 
8>:90800,491043,20151230,20160119,3WayTGE4L                     ,Toiletries SP G End           ,1,168197090,3,255,20151223,2,1,6819,7090, 
885?0800,86557,20151019,21991231,Depils3G                      ,Depilatories                  ,3,100028243,3,1,20151223,1,1,2,8243, 
459:0800,209022,20151125,20151229,BFSDU                         ,BFSDUs                        ,1,168197072,3,1,20151223,255,1,6819,7072, 
19=0800,491136,20151209,20151229,0000491136                    ,Healthcare SP G End           ,1,168197090,3,1,20151223,255,1,6819,7090, 
:29?0800,369161,20151230,20160202,Branded FSDU                  ,BFSDUs                        ,1,-1,3,255,20151223,2,1,6819,10967, 
>;9>0800,498959,20160120,21991231,BBEBFSDU11                    ,BFSDUs                        ,1,168197072,3,255,20151223,1,1,6819,7072, 
0?;90800,491136,20151230,20160202,0000491136                    ,Healthcare SP G End           ,1,168197090,3,255,20151223,2,1,6819,7090, 
7<930800,307568,20151230,20160119,Rimmel Cosmetics Hot Spot LGE ,Rimmel SS Cosmetics           ,1,-1,3,255,20151223,2,1,6819,10967, 
4<950800,443588,20151125,21991231,No7 BFSDU1                    ,BFSDUs                        ,1,-1,3,1,20151223,1,1,6819,10967, 
>;920800,301911,20151111,20160105,TOD1BACK                      ,Tod                           ,1,-1,3,1,20151223,1,1,6819,10681, 
609=0800,491044,20160120,21991231,3WayTGE4R                     ,Toiletries SP G End           ,1,168197090,3,255,20151223,1,1,6819,7090, 
=3:<0800,491052,20151230,20160119,0000491052                    ,Toiletries SP G End           ,1,168197090,3,255,20151223,2,1,6819,7090, 
63:>0800,23802,20160120,21991231,0000023802                    ,Mid Gondola                   ,1,168197115,3,255,20151223,1,1,6819,7115, 
<<::0800,121657,20151230,20160119,SunHEnd2                      ,Sun SP G End                  ,1,168197090,3,255,20151223,1,1,6819,7090, 
3>9:0800,209020,20151125,20151229,BFSDU                         ,BFSDUs                        ,1,168197072,3,1,20151223,255,1,6819,7072, 
2=9>0800,12960,20151209,20151229,BFSDU                         ,BFSDUs                        ,1,168197072,3,1,20151223,255,1,6819,7072, 
<::60800,307558,20160120,21991231,Natural Collection Cosmetics H,Natural Collection SS Cosmetic,1,-1,3,255,20151223,1,1,6819,10967, 
269:0800,121657,20160120,21991231,SunHEnd2                      ,Sun SP G End                  ,1,168197090,3,255,20151223,1,1,6819,7090, 
2>:=0800,10057,20160106,20160119,BabyEnd2                      ,Baby SP G End                 ,1,168197090,3,255,20151223,1,1,6819,7090, 
<>260800,31686,20151005,20160110,IndBathing12                  ,Indulgent Body Care And Gift  ,12,100020034,3,1,20151223,1,1,2,34, 
32500800,348749,20151005,20160110,Minis1                        ,Miniatures                    ,1,100020034,3,1,20151223,1,1,2,34, 
68:=0800,23802,20160106,20160119,0000023802                    ,Mid Gondola                   ,1,168197115,3,255,20151223,1,1,6819,7115, 
10990800,446071,20160111,21991231,Greetings7                    ,Greetings                     ,7,100020004,3,255,20151223,1,1,2,4, 
;?:60800,307549,20160120,21991231,Miss Sporty Hot Spot Stock POG,Miss Sporty SS Cosmetics      ,1,-1,3,255,20151223,1,1,6819,10967, 
9<9=0800,169018,20151209,20151229,Hlth Bkwll Mid                ,Mid Gondola                   ,1,168197115,3,1,20151223,255,1,6819,7115, 
339>0800,491130,20151209,20151229,3WayHCSPEnd4L                 ,Healthcare SP G End           ,1,168197090,3,1,20151223,255,1,6819,7090, 
;8:<0800,20472,20151230,20160119,Pers Wash Mid                 ,Mid Gondola                   ,1,168197115,3,255,20151223,2,1,6819,7115, 
:9=30700,179456,20150518,21991231,ChilBsk1                      ,Snacks                        ,1,168199456,3,1,20151223,1,1,6819,9456, 
03080800,504083,20150526,21991231,BBEBFSDU1                     ,BFSDUs                        ,1,168197072,3,255,20151223,1,1,6819,7072, 
09510800,46432,20151005,21991231,ProHair6                      ,Professional Haircare         ,6,100020019,3,1,20151223,1,1,2,19, 
>2:00800,461139,20160120,21991231,Miss Sporty R&R 1 Mod         ,Miss Sporty                   ,1,100020027,3,255,20151223,1,1,2,27, 
:=:90800,21140,20151230,20160119,Mens Mid                      ,Mid Gondola                   ,1,168197115,3,255,20151223,2,1,6819,7115, 
3;610800,156038,20150907,20160103,LFFCab8                       ,Ladies Fine Fragrance Cabinet ,8,100020015,3,1,20151223,255,1,2,15, 
8:60800,491136,20160203,21991231,0000491136                    ,Healthcare SP G End           ,1,168197090,3,255,20151223,1,1,6819,7090, 
;>000800,518620,20150921,21991231,LMasFr1                       ,Ladies Mass Fragrance         ,1,100029642,3,1,20151223,255,1,2,9642, 
00940800,444448,20160120,21991231,Sun Preps Mid                 ,Mid Gondola                   ,1,168197115,3,255,20151223,1,1,6819,7115, 
<:8?0800,103948,20151111,20151225,Snack Mid                     ,Mid Gondola                   ,1,168197115,3,1,20151223,255,1,6819,7115, 
76<30600,138050,20141020,21991231,IndAids1                      ,Independence Aids             ,1,100020008,3,1,20151223,1,1,2,8, 
==:<0800,491062,20151230,20160119,0000491062                    ,Toiletries SP G End           ,1,168197090,3,255,20151223,2,1,6819,7090, 
133>0800,368176,20151005,21991231,Vits12                        ,Vitamins And Comp Therapies   ,12,100020033,3,1,20151223,1,1,2,33, 
779=0800,20228,20151209,20151229,WMD mid                       ,Mid Gondola                   ,1,168197115,3,1,20151223,255,1,6819,7115, 
1;:90800,491070,20151230,20160119,0000491070                    ,Toiletries SP G End           ,1,168197090,3,255,20151223,2,1,6819,7090, 
1>;90800,491151,20151230,20160202,0000491151                    ,Healthcare SP G End           ,1,168197090,3,255,20151223,2,1,6819,7090, 
07870800,488695,20151017,20160110,ChildSeas5                    ,Childrens Seasonal            ,1,100028343,3,255,20151223,1,1,2,8343, 
4>950800,10046,20151125,20151229,CosEnd1                       ,Cosmetics SP G End            ,1,-1,3,1,20151223,255,1,6819,10967, 
=29=0800,274841,20151209,20160105,Batmid1                       ,Mid Gondola                   ,1,168197115,3,1,20151223,1,1,6819,7115, 
18:90800,491035,20151230,20160119,0000491035                    ,Toiletries SP G End           ,1,168197090,3,255,20151223,2,1,6819,7090, 
4=750500,357709,20111224,21991231,Mini Club27                   ,Mini Club                     ,27,100020005,3,1,20151223,1,1,2,5, 
70880800,390642,20160111,21991231,SeaComp1                      ,EB Summer Composite           ,1,100028343,3,255,20151223,1,1,2,8343, 
>590800,233399,20151019,21991231,FPlan3                        ,Family Planning               ,3,100020008,3,1,20151223,1,1,2,8, 
49:70800,199580,20160106,20160119,Nappy BFSDU1                  ,BFSDUs                        ,1,168197072,3,255,20151223,1,1,6819,7072, 
05710800,491060,20151028,20151229,0000491060                    ,Toiletries SP G End           ,1,168197090,3,1,20151223,255,1,6819,7090, 
02020800,521918,20150921,21991231,FlexSp8                       ,Christmas Flexible Space      ,1,100029642,3,1,20151223,255,1,2,9642, 
4?7:0800,139968,20151201,20151229,PPS6G                         ,Prime Promotional Site        ,5,168198701,3,1,20151223,255,1,6819,8701, 
54470800,461231,20150930,21991231,Max Factor R&R 3 Mod          ,Max Factor                    ,3,100020027,3,1,20151223,1,1,2,27, 
;::70800,20221,20160203,21991231,Fam plan mid                  ,Mid Gondola                   ,1,168197115,3,255,20151223,1,1,6819,7115, 
463<0800,87793,20150921,21991231,EBDent1                       ,Electrical Dental             ,1,100020012,3,1,20151223,1,1,2,12, 
1:9;0800,10046,20160120,21991231,CosEnd1                       ,Cosmetics SP G End            ,1,-1,3,255,20151223,1,1,6819,10967, 
5=870800,307533,20151125,20151229,#Max Factor Cosmetics Hot Spot,Max Factor Cosmetics          ,1,-1,3,1,20151223,255,1,6819,10967, 
<9990800,14212,20160111,21991231,KidToil1                      ,Kids Toiletries               ,1,100020034,3,255,20151223,1,1,2,34, 
0040700,262946,20140416,21991231,MaxFactor R&R 3Mod G          ,Max Factor Cosmetics          ,1,100020027,3,1,20151223,1,1,2,27, 
77:20800,491162,20160203,21991231,0000491162                    ,Photo SP G End                ,1,168197090,3,255,20151223,1,1,6819,7090, 
