SRMOD.KEY$,SRMOD.DESCRIPTOR$,SRMOD.ARRAY$,SRMOD.SHELF.COUNT%,SRMOD.ITEM.COUNT%,SRMOD.FILLER$
23<405000100,MODULE 0001                   ,030140790201000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,1,                  
3;808000100,MODULE 0001                   ,010263566104000>00010257973506001600010116176805001100020232151105001200020125040305001100020226015505001200020222520005001200020250805003000:00030140713002000500030157960802000500030130140404000?00030123512702000500030136110203000<00030156157603000=00040243486705001200040243486905001200040276805509001>00050163557803000:00050153298303000:00050330173609001>00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,5,20,                  
3;6108000101,MODULE 0001                   ,070119177801000300070150708002000400070150707801000300070110396802000400070138310501000300070176893102000600070176893402000600070122291902000500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,7,58,                  
7?9:08000100,MODULE 0001                   ,010164700802000600010164700902000600010112837602000600010112837702000600010112837902000600010112838002000600010112838702000600010112838902000600010115055102000600010115055202000600010115055402000600010115055602000600010115055902000600010115857702000600010115858002000600010115858102000600010118742002000600010118877402000600010118877602000600010118877702000600010118877902000600010118932602000600010118932702000600010119905802000600010119908302000600010119908402000600010119919502000600010127906002000600010127925302000600010128528102000600010132700202000600010132700302000600010132700802000600010132701202000600010132874602000600010132881602000600010132888302000600010132888602000600010132888902000600010132889102000600010140219802000600010140221002000600010150476602000600010150476702000600010150511302000600010153205402000600010153208302000600010155441002000600010160373902000600010160374002000600,1,117,                  
133>08000:01,MODULE 0010                   ,0>01562594020009000>0156259305001100100149335902000600100156177304000?00100177093005001300100138936204001000100138919204001000100138920504001000100138934204001000100138934804001000100138935104001000100145907403000<00100145907503000<00100175189803000<00100130495503000<00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,7,65,                  
264208000800,MODULE 0008                   ,020117366104000?00020150370502000400020150370602000400020143604502000400020117319402000400020143587102000400020143583702000400030113035402000400030150370402000400030143583602000400030163825902000400030161725602000400030143583102000400030163826002000400040143579602000400040161726202000400040143579302000400040161726002000400040143576602000400040161725902000400040117319702000400050110465802000500050143605002000500050143604902000500050117319602000500050143604802000500050143604702000500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,4,27,                  
3;:908000400,MODULE 0004                   ,020447413608001<00020630073109001>00030262586402000400030262586502000400030262586602000400030228807104000>00030253311504000>00040410449204000<00040325165003000900040331210303000900050317350303000300050317350403000<00060539850707001900060519890307001900070330193103000600070515937306001400070122532801000300080211326303000:00080517431705000:00090310834703000<00090434613704000<00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,8,21,                  
75;>08000200,MODULE 0002                   ,010217706702000600010217706602000400010117706201000200010217706002000400020210570302000800020210571002000600020110568001000300020210567302000600030117709302000400030117709201000300030117708801000300030117708501000300030110569902000400030110570701000300030110567801000300030110567101000300040210569803000<00040210570602000800040110567702000400040210567002000800050164739402000500050264739604001000050164739402000500060110571502000600060110571702000600060116999102000600060116998802000600060117709402000600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,6,28,                  
<:4608000800,MODULE 0008                   ,010155891402000600010116358402000700010115671302000600010132336602000700010133148902000700020139887502000700020115366203000;00020115372603000;00020115365703000;00020115365503000;00030175203302000800030139537302000800030150529402000800030134117502000800030140269603000=00030140267003000=00040175896801000200040175897101000200040132333802000600040140266903000=00040140267103000=00040140212603000=00050139886702000600050139886802000600050139887002000600050139887102000600050161796202000600050151871702000600050139976202000600050151868902000600050151868802000600050151872702000600050151868002000600050151872002000600060161841405001200060161841505001200060161841605001200060161841705001200060176110004001000060176109604001000070155512702000600070121393402000600070163006702000600070163006802000600070163006902000600070163007002000600070162972402000700070162972502000700000000000000000000000000000000000000,7,48,                  
609708000100,MODULE 0001                   ,010218722004000>00010218722103000<00010118722602000900020218722004000>00020218722103000<00020118722302000900030150396102000700030150396202000700030250396303000<00030177129402000700040247724904000>00040247725003000<00040177127102000700050259031204000>00050259030203000<00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,5,15,                  
949508000100,MODULE 0001                   ,010124810401000300010123695801000200010124257801000200010123695901000200010124273401000200010124810501000200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,6,                  
<7:>08000101,MODULE 0001                   ,010153161801000300010153163901000300010153164001000300010153164101000300010153164201000300010153164401000300010153164501000300010153164601000300010153164801000300010153164901000300010153166701000300010153166801000300010153167301000300010153167501000300010153168201000300010153168301000300010153172902000500010153174002000500010153174202000500010158024101000300010158024201000300010158024301000300010158024501000300010158024601000300010158024701000300010158024801000300010158024901000300010158025001000300010160433201000300010160434102000500010160434202000500010160435201000300010160435301000300010160440702000500010161252302000500010161252402000500010161828001000300010161828201000300010161828301000300010161828402000500010161828602000500010161828802000500010161829002000500010161829202000500010161959402000500010161959801000300010162240902000500010162241002000500010162241102000500010162241402000500,1,165,                  
=79208000300,MODULE 0003                   ,010110114403000<00020143763603000<00020143763703000<00020148146401000100020148152001000100030148947501000100030148947701000100040348146409001>0004034815200;002700050160326101000100050160326201000100050263587702000200050263587802000200050162643603000:00060260726902000200060262256302000200060262256402000200060223211307001:00060223211506001400070164468301000300070164468402000500070164468601000300070163669301000300080164213901000200080164214001000200080164214301000100080164214501000100080164214801000100080164214701000100080164214201000100080164214101000100090261959303000:000901578790060014000902105988060014000:031958655:002<010:02752080070018000:01515543020006000:0133180402000600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,10,38,                  
095108000400,MODULE 0004                   ,010162955202000400010162955002000400010162955102000400010162955302000400010162955402000400010162991402000400010162991202000400010162991102000400010162991002000400010162991502000400020150434702000500020150434802000500020261964003000:00020250434903000:00020150435002000500020262956802000800020262957002000800020262957103000:00030312924605001200030212924703000<00030118780602000700030214585003000:00030114585102000700030214586703000:00030110448102000500040212923203000:00040212923303000:00040114583102000400040212923504001000040251148903000<00040151149302000800050112923602000800050112923702000800050114583902000400050114582902000800050110448202000900050112923902000800050112924102000800050114582803000:00050114587002000700050114588003000:00050114588402000600060162955804000?00060162955604000?00060162955704000?00060162955904000?00060162956004000?00060112927304000?00060112927404000?00060112925504000?00,6,51,                  
453:08000300,MODULE 0003                   ,010115421902000400010215422002000800020132765802000800020115422102000400020115422202000400030175411502000400030175411702000400030175412002000400040175411602000400040175411902000400040175412202000400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,4,11,                  
>=5208000401,MODULE 0004                   ,080125548003000<00080161181202000900080161181004000?00080128647504001000090125017503000<00090125317603000=00090125305803000<00090125305703000=00090125017403000<00090129215304000>00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,9,60,                  
279>08000100,MODULE 0001                   ,010164210201000300010164210201000300020164217101000300020164217101000300030164210302000600030164210302000600040164210302000600040164210302000600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,4,8,                  
8>9<08000100,MODULE 0001                   ,010163843901000300010163843701000300010163844101000300020263844102000600020263843302000800030264098402000600030264098502000600030164098301000300030164098201000300040517328605000:00050361727903000600050261915702000400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,5,12,                  
;23307000100,MODULE 0001                   ,010140790201000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,1,                  
133>08000900,MODULE 0009                   ,030217463005001200030222532806001400030259732406001600030241083906001400030278694706001600030225566705001200050259732606001400050359732509001>0005036317010=002=0009014082850200090009021765701500480009026322110600140009021765691500480009021765720>0030000901285150020008000901145660020008000901478489020008000901104150020008000<0178666803000:000<01786688020008000<01786689020008000<01786686020008000<01786687020008000<01581638020008000<01762198020008000<0120084003000:000<01267138020009000<0148504003000=000<0155067803000:000<01253050020006000<01441878020007000>01225682050012000>01255701050012000>01119897050012000>01434957020006000>01268953020005000>01250486020004000>01374995050013000>01377181050013000>01598163020008000>0159816603000;000>0159816903000;00100178476202000900100178475603000<00100178475503000<00100178475803000<00100178475703000<00100178475903000<00100163442703000=00100163442803000=00,7,65,                  
689108000800,MODULE 0008                   ,030119145602000700030130522702000400030131217702000500030144924602000500030144924702000400030164142802000400030119145902000700030168087802000700030120098602000700030118216702000700040118703202000400040118703702000400040118704001000300040151554301000300040151554401000300040137167701000300040121324201000300050163023202000400050163023302000500050121257601000300050178604502000400050139881202000400050111009501000200050163006501000200060163006401000200060163779301000300060163779401000300060163779501000200060141022602000400060117290702000400060140007301000300070163001301000300070111011202000400070115969501000300070160331501000300070118538702000500070110397301000300070110397401000300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,5,38,                  
49:608000100,MODULE 0001                   ,010162261502000400010265110902000800010265111002000800020165110701000300020165111403000<00020165111103000<00030165110801000300030165111603000<00030165111303000<00040162261401000200040178216602000400040115589301000200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,4,12,                  
<8:<08000100,MODULE 0001                   ,010250456002000600010250455902000600010150455801000300010163217201000300020263787102000600020163787201000300020163787301000300030150305401000200030140850301000200030240850202000600030210345102000600030255747202000600040230253102000600040240070802000600050340034003000900050340060403000900000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,5,16,                  
94508000401,MODULE 0004                   ,060162584302000900060162584902000900060162584702000900060115415203000:00060163212801000300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,6,55,                  
<45308000401,MODULE 0004                   ,010160771502000400010161552202000400010161552302000400010161552402000400010161552502000400010161552702000400010161552802000400010161553602000400010162092402000400010162092502000400010162092602000400010162092702000400010162092802000400010162092902000400010162093002000400010162093102000400010162093502000400010162093702000400010162103902000400010162104002000400010162104102000400010162104202000400010162104302000400010162104402000400010162104502000400010162104702000400010162104802000400010162105002000400010162105102000400010162105302000400010162105402000400010162105502000400010162105602000400010162105702000400010162105802000400010162105902000400010162106002000400010162106102000400010162106202000400010162106302000400010162106402000400010162106502000400010162106702000400010162106802000400010162106902000400010162107002000400010162107102000400010162107202000400010162107302000400010162107402000400,1,317,                  
9?2=08000402,MODULE 0004                   ,010160853802000400010160853902000400010160854102000700010160854202000700010160854302000700010160854502000700010160854602000400010160854702000400010160854802000400010160854902000400010160855001000200010160855101000200010160855201000200010160921401000300010161060401000300010161060501000200010161060601000200010161713005001200010161902301000300010161902401000300010161902502000600010161902702000600010161902802000600010161902902000600010161903002000600010161903102000600010161903201000300010161903302000400010161903402000400010161903502000400010161903602000400010161903702000400010161903802000400010161903902000400010161904002000400010161904102000400010161904202000400010161904402000400010161976302000400010161976402000400010161976502000400010161976602000600010161976702000600010161976902000600010161977002000600010161977202000600010161977301000300010161977401000300010161977502000600010161977602000600,1,242,                  
436208000100,MODULE 0001                   ,010140790201000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,1,                  
457708000100,MODULE 0001                   ,010142716002000800010142931802000800010142926502000800010142931702000800010162026402000800010162026602000800010142932602000800010117001402000800020175829404000>00020175864902000700020175871602000900020175863503000:00020142715803000;00020175865502000700020175864203000;00020175866002000700020175864603000;00030263789304001000030263789406001600030177120802000800030162026802000800030117001702000700030162026902000900030117001802000700040118757602000800040126275203000<00040124212202000800040136516602000800040136516703000:00040118573402000900040135957102000900040130699902000900040124093203000;00050140148503000:00050161926502000900050121723702000700050140150802000400050110463703000;00050110463803000;00050110463402000900050110462003000;00050124731002000900050118376602000800060175867803000:00060175876302000800060175867403000:00060175876202000700060175868103000:00060175876403000:00060175868003000:00,6,52,                  
8>:<08000100,MODULE 0001                   ,010145776202000400010145776402000400010145776902000400010145777902000400010145778602000400010145775302000400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,6,                  
26?08000400,MODULE 0004                   ,010112933309001>00010112934002000600010112934303000<00010112954702000500010112954802000500010115388906001500010115389102000700010115389302000800010115389402000800010115389802000400010115390002000400010115956602000600010115956902000600010115957702000400010115958004001000010115958202000700010115958502000600010115958602000600010115958702000600010117009304000>00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,20,                  
4=7505000800,MODULE 0008                   ,010140790201000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,1,                  
4?0208000100,MODULE 0001                   ,010163016503000:00020162871303000<00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,2,2,                  
:9508000100,MODULE 0001                   ,010318384103000900010318385903000900010218384302000600020254789002000600020254789302000600020243765502000600020254782102000600030138511301000300030148870901000300030140440401000200030110727601000300040125210602000400040128058302000400040151535102000400040175265302000400050238369302000600050146379301000300050110727401000300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,5,18,                  
796=08000600,MODULE 0006                   ,010160251802000800010160251602000800010139887602000800010139797402000800010139797302000800020114105202000900020114105103000:00020132337102000800020132337002000800020128484003000;00030133584303000;00030139113103000;00030129572403000:00030140610003000;00030123330202000700030123330602000700040115357802000600040115358002000600040115358102000600040149314602000600040149313702000600040149313402000600040149312602000600040149313302000600050136492803000;00050136492403000;00050133548303000;00050136492603000;00050136492303000;00050149313202000600050149314002000600050149313902000600060159675402000700060133547903000;00060159675002000700060115464702000700060133547703000;00060115464802000700060136493103000;00060164210503000:00070159675302000800070136491903000;00070110786304001000070110786204001000070110786104001000070115375504001000070115375704001000070115375404001000000000000000000000000000000000000000,7,48,                  
:40308000:00,MODULE 0010                   ,010162732102000700010262732003000<00010162732102000700020162732402000700020162732302000700020162732402000700030162732502000400030162732602000700040162982002000700040162982102000400040162982401000200040162982202000600050162982302000400050162982502000600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,5,14,                  
=;3908000300,MODULE 0003                   ,020134832903000=0002012044950900210002017664970900210002017665050900210002017665070900210002017665040900210002017665010600140002017773460<002800020176988005001200020162642903000:00020176650209002100020176650806001400020162642703000:00020112702203000:00020120446408001<0002017665030900210002017664980900210002016264260<00280002017665000600140002016072690?003200020133553708001<00020125229803000=0002017664990600140002017665060900210002013039000?003200020116073403000:0002011063270900210002012044670<002800020176649506001400020176651006001400020112702403000:0002013039100<002800020110632408001<00020133553809002100020176649606001400020134181103000<00020130389708001<00020110632509002100020120449708001<00020176650906001400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,40,                  
654608000100,MODULE 0001                   ,010110642502000600010110642702000700010110642902000500010110646702000500010110647802000500010110695702000600010110696002000700010110696102000700010110696802000800010110697002000500010110697102000500010110697502000500010110736002000500010110736202000500010110736502000500010110736902000500010110737102000500010110737802000500010110738202000500010110738302000500010110738402000500010110738602000500010112437402000500010112439902000500010115054502000600010115054702000600010115054902000600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,27,                  
4=7505001:00,MODULE 0026                   ,010140790201000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,1,                  
=8008000300,MODULE 0003                   ,010129973503000;00010129974203000:00010129974403000;00010177113303000;00010131561202000700010131563402000700010131585902000700010163787802000700010163788002000700010162965102000800010131529602000800010131530202000800010131532702000800010149693102000800010131551202000800020264854004001000020116480302000800020150978102000800020114588702000800020150363702000800020131553002000800020131553102000800020131553202000800020161928302000800020160689402000800020160314102000800020160313902000800020160314302000800030159807603000;00030159807503000;00030159808002000800030159807902000800030159807702000800030163814802000800030165108302000800030165108402000800030110701602000800030110701502000800030163182002000700030163181902000700030163181802000700030177064202000900030118712402000800030118712502000800040163225502000700040163225602000800040163225302000700040163225402000800040163225702000700040163225802000800,6,75,                  
457708000801,MODULE 0008                   ,050175856202000600050116930702000700050175856302000900050130007802000800050129852603000<00050130199903000;00050129981404000>00050129981803000=00050129982003000<0005013182981=00630005012345080>003100060163308202000700060163308302000700060163288702000700060163288802000700060163308103000;00060163288302000700060163288402000700060163288502000500060163288603000;00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,6,70,                  
495808000401,MODULE 0004                   ,070154733503000;00070124736003000=00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,6,52,                  
3;6108000300,MODULE 0003                   ,010160290502000900010160290702000900010160290802000800010162917802000900010162917902000900010162918002000800010159614402000900010159614102000900020159614502000800020159614202000900020110527502000900020125339303000:00020125347703000:00020178569902000700020178570002000600020132322702000900020132069402000700020144992002000700020144991802000800030129130602000800030122459602000500030131504802000500030161556502000600030161556602000600030124399602000400030136009402000400030124244802000500040142535702000400040162950002000700040162949902000700040162949202000700040162949002000700040162949602000700040162949502000700040116355802000700040160432502000700040116354802000700040160747202000700040116354702000700040116355702000700050238632506001600050138633902000700050278005106001600050145000502000700050145000602000600050162937902000700050163536302000400050118091602000900050116953502000600060224641604001000,7,66,                  
